mod,protein1,protein2,interaction,interaction_pair
VVHZLQATIKRPKU-UHFFFAOYSA-N,Q96GG9,P61081,1,DCN1_UBE2M
RVAGAHLIJPXBEV-UHFFFAOYSA-N,AF-Q00975-F1-model_v4,A0A0G2JMD7,1,Voltage-gated N-type calcium channel alpha-1B subunit_Amyloid beta A4 precursor protein-binding family A member 1
CTMSGNYEINNMPK-UHFFFAOYSA-N,A0A2R8Y5A3,B7WNT5,1,Beta-catenin_TCF
LNENLABLFGGAFF-BHIFYINESA-N,K7EJ49,Q16236,1,KEAP1_NRF2
XEUNZZQOODTMLJ-BPUTZDHNSA-N,B1AKU3,Q9NR28,1,XIAP_SMAC
HVTCKKMWZDDWOY-UHFFFAOYSA-O,W0UV93,C9JMB5,0,RAC1_TIAM1
WKICMCYJPARRSZ-UHFFFAOYSA-N,B7Z5M1,H3BSK1,0,Importin subunit beta-1_Snurportin-1
WXNRXUHWSQQHIN-XIDKLXSXSA-N,P10415,Q16611,0,"BCL-like_BAX,BAK"
FSXGYVHBBBJVIA-UHFFFAOYSA-N,P15692,A0A1W2PNW4,1,VEGF_VEGFR
WOHFHFBHDZCIKD-XMMPIXPASA-N,Q0GK43,A2N4P8,0,IL2_IL2R
LJZUAAKUJAXXHQ-UHFFFAOYSA-N,Q96GG9,M0QX69,1,DCN1_UBE2M
SOPPFMIUBSUFLF-UHFFFAOYSA-N,M0QZD9,Q9H9B1,1,Bromodomain_Histone
HUNKZBAXZXQBEQ-QGQQZZQASA-N,P98170,Q9NR28,1,XIAP_SMAC
MJHHFDJNRRCUOB-UHFFFAOYSA-N,A0A3G1LBH1,C9K0N6,1,KRAS_SOS1
UENQSWPRHPUNQA-UHFFFAOYSA-N,P35557,Q14397,1,Glucokinase_Glucokinase regulatory protein
SUNSLACFIOGRFF-VWLOTQADSA-N,A0A669KAY4,A0A0E3MS57,1,PCSK9_LDLR
TYLLBOCDKUXAKC-UHFFFAOYSA-N,A0N0P2,P10747,1,CD80_CD28
VZPGINJWPPHRLS-UHFFFAOYSA-N,AF-A0A024R8I1-F1-model_v4,A0A0D9SFA9,1,Voltage-gated N-type calcium channel alpha-1B subunit_Amyloid beta A4 precursor protein-binding family A member 1
SMEJQLRLHKWIFV-UHFFFAOYSA-N,P32455,Q9GZT4,1,Interferon-induced guanylate-binding protein 1_Serine_threonine-protein kinase pim-1
RIBYLXUNNWIWJK-AOMKIAJQSA-N,AF-R6XDM2-F1-model_v4,P04637,1,XDM2_P53
OVPFPLNOPGBOJH-UHFFFAOYSA-N,K7EJD8,Q16236,0,KEAP1_NRF2
BQBZZKAKSYADDO-UHFFFAOYSA-N,V9H0F2,O75475,1,INTEGRASE_LEDGF
MRNGXYMKYHNMLV-WCSIJFPASA-N,Q6NZ91,A2N4P8,1,IL2_IL2R
YQPIBQOIIIQHCV-UHFFFAOYSA-N,A0A2R8Y750,P36402,1,Beta-catenin_TCF
ICKFFNBDFNZJSX-UHFFFAOYSA-N,A0A059VC25,P35916,1,FAK_VEGFR3
YZRQBRVRVKEHSG-UHFFFAOYSA-N,A0N0P2,P10747,1,CD80_CD28
VDYXYRVTGGABFJ-UHFFFAOYSA-N,Q9UL45,Q5EBM5,0,PA_PB1
SEPBYDZMXSBFEH-RMKNXTFCSA-N,P07355,Q6FGE5,0,Annexin A2_S100-A10
GYQWKTIZRYVFEM-UHFFFAOYSA-N,P62166,E9PMP0,1,NCS-1_Ric8a
MRADEWHTWCHGDS-SSDOTTSWSA-N,P60568,A2N4P8,0,IL2_IL2R
NADUQCROZYTGPH-JYFOCSDGSA-N,Q8WTS1,K7EIX1,1,1-acylglycerol-3-phosphate O-acyltransferase ABHD5_Perilipin-5
DIFKWHRMEGFLSD-DBEUHZBBSA-N,B4DSW9,P17544,1,Catenin beta-1_Transcription factor 7
SETNEQDYFGVAIN-UHFFFAOYSA-N,P43694,A1ECD1,1,GATA4_NKX2-5
ICKFFNBDFNZJSX-UHFFFAOYSA-N,A0A059VC25,P35916,1,FAK_VEGFR3
CXKWCBBOMKCUKX-UHFFFAOYSA-M,Q5VV67,AF-A0A0B6XJZ8-F1-model_v4,1,Peroxisome proliferator-activated receptor gamma_Nuclear receptor coactivator 2
KNJKLBLRJBJXFN-UHFFFAOYSA-N,Q07820,O43521,1,Induced myeloid leukemia cell differentiation protein Mcl-1_Bcl-2-like protein 11
BAMXBFLPNULUET-UHFFFAOYSA-N,A0N2G3,G3V563,1,MYC_MAX
UXGUZFZBZPPZGL-UHFFFAOYSA-N,F5H6V7,P01374,1,TNFR1A_TNFB
SZLBIMKHSBAFMI-UHFFFAOYSA-N,B7Z5M1,H3BRI5,0,Importin subunit beta-1_Snurportin-1
RZQVZONKHSOLHN-UHFFFAOYSA-N,Q9UL45,Q86U86,1,PA_PB1
LICJTIDRHJECTD-SFHVURJKSA-N,AF-P77173-F1-model_v4,AF-P0A9A6-F1-model_v4,1,ZIPA_FTSZ
SMEJQLRLHKWIFV-UHFFFAOYSA-N,P32455,A8MTI9,1,Interferon-induced guanylate-binding protein 1_Serine_threonine-protein kinase pim-1
UEFBMKGVQXOXRD-INIZCTEOSA-N,M4PPE6,Q14397,1,Glucokinase_Glucokinase regulatory protein
ADNKLAAIRXDEOP-UHFFFAOYSA-N,Q9HD36,Q16611,1,"BCL-like_BAX,BAK"
LOGJQOUIVKBFGH-YBEGLDIGSA-N,P63096,A0A2R8YCJ1,1,Guanine nucleotide-binding protein G(i) subunit alpha-1_Regulator of G-protein signaling 12
COHIEJLWRGREHV-YRNVUSSQSA-N,O43521,Q16611,1,"BCL-like_BAX,BAK"
BVWHOZYQECWMFG-UHFFFAOYSA-N,P55209,Q6WZM0,1,NRP_VEGF
LJMQHGKETUOVSG-NTEUORMPSA-N,A0A0S2Z4C5,P04637,1,S100B_p53
HJLVADIYJRSVIR-JQIJEIRASA-N,AF-Q00975-F1-model_v4,A0A0D9SFA9,1,Voltage-gated N-type calcium channel alpha-1B subunit_Amyloid beta A4 precursor protein-binding family A member 1
MJHHFDJNRRCUOB-UHFFFAOYSA-N,A0A3G1LBH1,Q8NIA3,1,KRAS_SOS1
GRIAZRCYPXFJJF-UHFFFAOYSA-N,E9PFV2,C9JNV9,1,Peroxisome proliferator-activated receptor gamma_Nuclear receptor corepressor 2
HAFZKOVMNKGNKS-UHFFFAOYSA-N,H9KVB1,H3BSC0,1,Runt-related transcription factor 1_Core-binding factor subunit beta
GYQWKTIZRYVFEM-UHFFFAOYSA-N,P62166,E9PMP0,1,NCS-1_Ric8a
DRGCWMGLVXZPIZ-UHFFFAOYSA-N,AF-A0A024R8I1-F1-model_v4,A0A0D9SFA9,1,Voltage-gated N-type calcium channel alpha-1B subunit_Amyloid beta A4 precursor protein-binding family A member 1
PKUYDBKKSMGBJL-UHFFFAOYSA-N,P35557,Q14397,1,Glucokinase_Glucokinase regulatory protein
UJPPHCHENQPEGX-UHFFFAOYSA-N,Q9UL45,Q5EBM5,0,PA_PB1
LICJTIDRHJECTD-UHFFFAOYSA-N,AF-P77173-F1-model_v4,AF-P0A9A6-F1-model_v4,1,ZIPA_FTSZ
QCLBVGLQKICMSD-UHFFFAOYSA-N,Q9UNS8,P17948,1,VEGF_VEGFR
SMEJQLRLHKWIFV-UHFFFAOYSA-N,P32455,Q9GZT4,1,Interferon-induced guanylate-binding protein 1_Serine_threonine-protein kinase pim-1
RIBYLXUNNWIWJK-AOMKIAJQSA-N,AF-P56273-F1-model_v4,P04637,1,XDM2_P53
CDOMBRFDONICCK-CYBMUJFWSA-N,AF-Q9NVM2-F1-model_v4,Q16695,1,PB1-5_H3
HSYRXLRFNVFJBS-UHFFFAOYSA-N,O14788,Q9Y6Q6,1,RANKL_RANK
DBYOJRHWEJEBCL-CYBMUJFWSA-N,X5D945,Q9UKX9,1,HRAS_SOS1
NVRHWELRHNYZOU-KRWDZBQOSA-N,M4PPE1,Q14397,1,Glucokinase_Glucokinase regulatory protein
GRIAZRCYPXFJJF-UHFFFAOYSA-N,Q5VV67,C9JNV9,1,Peroxisome proliferator-activated receptor gamma_Nuclear receptor corepressor 2
RZQVZONKHSOLHN-UHFFFAOYSA-N,Q9UL45,Q5EBM5,1,PA_PB1
FQENXGGVLOXLKU-UHFFFAOYSA-N,P61024,H0Y9I9,1,Cyclin-dependent kinases regulatory subunit 1_S-phase kinase-associated protein 2
LDEPEQBYFPLWNZ-UHFFFAOYSA-N,O14980,Q9UBZ9,0,CRM1_Rev
RNRXSCQKFXSIPU-UHFFFAOYSA-N,P43694,A0A0S2Z383,1,GATA4_NKX2-5
IOUZAKOZNDIRHM-IAGOWNOFSA-N,Q5SR36,B9TX54,0,ELF3_MED23
YJBVQFKUOLBFAH-UHFFFAOYSA-N,G3V4K2,Q9UKX9,1,KRAS_SOS1
AARUNXNNAZIAQK-UHFFFAOYSA-N,B3CJ72,A0A494C130,1,MYC_MAX
ZWIZSXLYGHTUGZ-UHFFFAOYSA-N,P14174,AF-P04233-F1-model_v4,0,MIF_CD74 (Macrophage migration inhibitory factor and HLA-DR antigens-associated invariant chain)
DQFBYFPFKXHELB-VAWYXSNFSA-N,O60240,A0A0S2Z572,1,Perilipin-1_ABHD5
AIYYNNXWWOCDOH-UHFFFAOYSA-N,A4D2P0,C9JMB5,1,RAC1_TIAM1
NADUQCROZYTGPH-JYFOCSDGSA-N,H0YM16,A0A0S2Z572,1,Perilipin-1_ABHD5
IOUZAKOZNDIRHM-IAGOWNOFSA-N,P78545,B9TX54,0,ELF3_MED23
UXGUZFZBZPPZGL-UHFFFAOYSA-N,P19438,P01374,1,TNFR1A_TNFB
BUCKBHOWKWDMMK-UHFFFAOYSA-N,P35222,E5RG75,1,Beta-catenin_TCF
BJNWHSZSRCJLNX-IQCCBIBNSA-N,B4DU51,C9J417,1,Induced myeloid leukemia cell differentiation protein Mcl-1_Bcl-2-like protein 11
OETIEACSNLUWLZ-UHFFFAOYSA-N,A0N2G3,Q8IYC6,1,MYC_MAX
LOGJQOUIVKBFGH-YBEGLDIGSA-N,A0A3B3IUA8,A0A2R8YCJ1,1,Guanine nucleotide-binding protein G(i) subunit alpha-1_Regulator of G-protein signaling 12
IMIZVELSXSSHES-UHFFFAOYSA-N,M4PS83,Q14397,1,Glucokinase_Glucokinase regulatory protein
UMPJRGAFFRSXRX-MHWRWJLKSA-N,Q5VV67,B5MCN7,1,Peroxisome proliferator-activated receptor gamma_Nuclear receptor coactivator 1
VZTUIEROBZXUFA-UHFFFAOYSA-N,W0UV93,Q13009,0,RAC1_TIAM1
JQWIUJNICDEZPA-UHFFFAOYSA-N,Q5T179,Q13309,1,Cyclin-dependent kinases regulatory subunit 1_S-phase kinase-associated protein 2
AWSBNMDNFNWCQF-AEDWNXJWSA-N,Q5JWQ4,P15692,1,Neuropilin-1_VEGF-A
PYLJGABTKOZRCY-INIZCTEOSA-N,P20701,P05362,1,LFA_ICAM
BBVKWFPUAZBKNG-SFTDATJTSA-N,H2EHT1,O15151,0,p53_MDMX
UXGUZFZBZPPZGL-UHFFFAOYSA-N,J9PH39,P01374,1,TNFR1A_TNFB
XCGPKVOMKVDHGA-UHFFFAOYSA-N,B0LXF2,A0A0S2Z383,1,GATA4_NKX2-5
QSUMUOAPGNILCM-UHFFFAOYSA-N,A0A2R8Y5A3,E5RG75,1,Beta-catenin_TCF
GEKDQXSPTHHANP-OUKQBFOZSA-N,Q9NZG9,A0A248X3Z1,1,Rad51_BRCA2
BVWHOZYQECWMFG-UHFFFAOYSA-N,O14786,Q9UNS8,1,NRP_VEGF
YGJHOWOEBFBOSF-UHFFFAOYSA-N,A0A087WTR9,P04637,1,MDM4_P53
ZORZDWGIDVIMAU-UHFFFAOYSA-N,Q6X907,P15692,0,Neuropilin-1_VEGF-A
NADUQCROZYTGPH-JYFOCSDGSA-N,A0A2U3TZT9,K7EIX1,1,1-acylglycerol-3-phosphate O-acyltransferase ABHD5_Perilipin-5
AUZONCFQVSMFAP-UHFFFAOYSA-N,A0A0S2Z5D6,Q00G26,1,1-acylglycerol-3-phosphate O-acyltransferase ABHD5_Perilipin-5
ZGMGSSRLZJYOKH-UHFFFAOYSA-N,AF-A0A024R8I1-F1-model_v4,Q02410,1,Voltage-gated N-type calcium channel alpha-1B subunit_Amyloid beta A4 precursor protein-binding family A member 1
DGFFYPGDYTWIMY-KKYDWHDCSA-N,Q6X907,P15692,1,Neuropilin-1_VEGF-A
WXARKWMOGDBCHV-UHFFFAOYSA-N,K7PPA8,O15151,1,p53_MDMX
WBFBQHWUSFCJST-UHFFFAOYSA-N,P62166,E9PLE5,0,NCS-1_Ric8a
UEFBMKGVQXOXRD-UHFFFAOYSA-N,M4PS83,Q14397,1,Glucokinase_Glucokinase regulatory protein
GYQWKTIZRYVFEM-UHFFFAOYSA-N,P62166,E9PMP0,1,NCS-1_Ric8a
WHYNNQMYHZONCV-VHSSKADRSA-N,Q9UMS8,D0VY79,1,VHL_HIF1A
BTDKTUBPVBEYGA-UHFFFAOYSA-N,A0A7I2V3S6,Q5W0X3,0,FKBP1A_FK506
HZSGAYAXILDRBE-UHFFFAOYSA-N,AF-Q00975-F1-model_v4,A0A0G2JMD7,1,Voltage-gated N-type calcium channel alpha-1B subunit_Amyloid beta A4 precursor protein-binding family A member 1
NKCXFZUAZYBPGA-UHFFFAOYSA-N,M0QYW0,Q14493,1,Bromodomain_Histone
VYPBPMWGSUWZDT-DHDCSXOGSA-N,K7ESE0,Q16236,0,KEAP1_NRF2
CXKWCBBOMKCUKX-UHFFFAOYSA-M,E9PFV2,Q9Y6Q9,1,Peroxisome proliferator-activated receptor gamma_Nuclear receptor coactivator 3
MJVAVZPDRWSRRC-UHFFFAOYSA-N,H0YM16,Q8WTS1,1,Perilipin-1_ABHD5
NWYNQWTUKVVKIY-UHFFFAOYSA-N,Q5T0Y2,P04637,1,MDM4_P53
XFZHZEHMVPIRKP-UHFFFAOYSA-N,Q9HD36,Q07812,0,"BCL-like_BAX,BAK"
CJXRIVBNRCQKLJ-UHFFFAOYSA-N,O60885,Q9NWY4,1,Bromodomain_Histone
WXARKWMOGDBCHV-UHFFFAOYSA-N,K7PPA8,O15151,1,p53_MDMX
CXKWCBBOMKCUKX-UHFFFAOYSA-M,Q86YN6,B4DYT5,1,Peroxisome proliferator-activated receptor gamma_Nuclear receptor coactivator 3
IOUZAKOZNDIRHM-IAGOWNOFSA-N,Q5SR36,B9TX54,0,ELF3_MED23
SUNSLACFIOGRFF-VWLOTQADSA-N,Q8NBP7,H0YMD1,1,PCSK9_LDLR
FBRUCPZAISLOOV-UHFFFAOYSA-N,Q96GG9,P61081,0,DCN1_UBE2M
URRDWILHXUGXPV-UHFFFAOYSA-N,AF-Q9NVM2-F1-model_v4,P0DPK5,1,PB1-5_H3
FNEFAEVQPSPYRA-UHFFFAOYSA-N,P07355,P60903,0,Annexin A2_S100-A10
YZRQBRVRVKEHSG-UHFFFAOYSA-N,A0N0P2,P10747,1,CD80_CD28
NNOAIIDBGATZSX-UHFFFAOYSA-N,Q7Z5Y5,Q9UM91,0,MENIN_MLL
PRNJUJSNFAYRNO-UHFFFAOYSA-N,O43521,Q07812,1,"BCL-like_BAX,BAK"
OYMBPGIJVSFLHA-UHFFFAOYSA-N,Q6W2J9,A0N7C6,1,BCoR_BCL6
CIKMSVFWVSERJB-UHFFFAOYSA-N,B0LXF2,A1ECB1,1,GATA4_NKX2-5
DQFBYFPFKXHELB-VAWYXSNFSA-N,Q8WTS1,Q00G26,1,1-acylglycerol-3-phosphate O-acyltransferase ABHD5_Perilipin-5
ZHLIBGVCPIYWGR-UHFFFAOYSA-N,O75475,AF-A0A0M3KKW8-F1-model_v4,1,LEDGF_IN
PGWCCYGESSQJDE-UHFFFAOYSA-N,A0A221ZRZ4,Q9UKX9,1,KRAS_SOS1
UGEUNXISLGGFQR-UHFFFAOYSA-N,E9PMB8,P00519,1,Ras and Rab interactor 1_Tyrosine-protein kinase ABL1
SUQWCANQHRRQKR-UHFFFAOYSA-N,A4D2P0,Q13009,1,RAC1_TIAM1
CBFBVKRYRFGNRU-CVEARBPZSA-N,F5H480,Q5NUL3,1,CD4_gp120
YPWGVHQEPQXVCJ-UHFFFAOYSA-N,Q9UL45,Q86U86,0,PA_PB1
VFLDPWHFBUODDF-FCXRPNKRSA-N,O60240,C9J1D1,1,Perilipin-1_ABHD5
VOFJNTYGTJWUNG-UHFFFAOYSA-N,B4E3L5,Q99814,1,Aryl hydrocarbon receptor nuclear translocator_Endothelial PAS domain-containing protein 1
JWAZRIHNYRIHIV-UHFFFAOYSA-N,E9PJ30,A0A2S1WCJ3,0,Rad51_BRCA2
BBVKWFPUAZBKNG-SFTDATJTSA-N,P04637,O15151,0,p53_MDMX
ZYTILVPFRSHVDL-ZDUSSCGKSA-N,B5A248,Q96LD9,1,CREBBP_H4
MGHRYTFHGHZSPC-UHFFFAOYSA-N,Q0VDC5,P62942,1,FKBP1A_FK506
QCLBVGLQKICMSD-UHFFFAOYSA-N,Q9UNS8,A0A1W2PNW4,1,VEGF_VEGFR
DGFFYPGDYTWIMY-KKYDWHDCSA-N,Q5JWQ2,P15692,1,Neuropilin-1_VEGF-A
OFPXSFXSNFPTHF-UHFFFAOYSA-N,AF-P77173-F1-model_v4,AF-P0A9A6-F1-model_v4,0,ZIPA_FTSZ
OFPXSFXSNFPTHF-UHFFFAOYSA-N,AF-P77173-F1-model_v4,AF-P0A9A6-F1-model_v4,0,ZIPA_FTSZ
FRWCXXLFEUORIB-UHFFFAOYSA-N,A0N0P2,P10747,1,CD80_CD28
GRQTWRLIEGCBGG-WSDLNYQXSA-N,O43521,Q07812,0,"BCL-like_BAX,BAK"
HMFSOBWOOWBCBL-WBVHZDCISA-N,Q9UMS8,A8MYV6,1,VHL_HIF1A
BJNWHSZSRCJLNX-IQCCBIBNSA-N,B4DLY8,E9PAM9,1,Induced myeloid leukemia cell differentiation protein Mcl-1_Bcl-2-like protein 11
OYXAQOBSVXPZMQ-UHFFFAOYSA-N,E9PJ30,A0A248X3X9,0,Rad51_BRCA2
HYIMSNHJOBLJNT-UHFFFAOYSA-N,A0A0S2Z5D6,K7EIX1,1,1-acylglycerol-3-phosphate O-acyltransferase ABHD5_Perilipin-5
MRCRUQMZUROFCW-TZHPJOJBSA-N,Q1JUQ5,Q1JUQ3,0,FKBP1A_FK506
LUXHROLGPZZXIX-UHFFFAOYSA-N,O00255,Q9HBJ4,0,MENIN_MLL
BJNWHSZSRCJLNX-IQCCBIBNSA-N,B4DG83,C9J417,1,Induced myeloid leukemia cell differentiation protein Mcl-1_Bcl-2-like protein 11
URRDWILHXUGXPV-UHFFFAOYSA-N,AF-Q5EBM5-F1-model_v4,P0DPK5,1,PB1-5_H3
GOYKPTVODBAOPR-UHFFFAOYSA-N,P27540,Q99814,1,Aryl hydrocarbon receptor nuclear translocator_Endothelial PAS domain-containing protein 1
TXFPEBPIARQUIG-UHFFFAOYSA-N,Q9UIF8,Q96LD9,1,BAZ2B_H4
HYXMPCIQSWHPTK-UHFFFAOYSA-N,P33681,P10747,1,CD80_CD28
BBVKWFPUAZBKNG-SFTDATJTSA-N,A0A0U1RQC9,O15151,0,p53_MDMX
HBWBIYJPAXHPIF-UHFFFAOYSA-N,A0N0P2,P10747,1,CD80_CD28
OOEPBBNIHDXZKX-LLVKDONJSA-N,O14980,Q9UBZ9,0,CRM1_Rev
UGEUNXISLGGFQR-UHFFFAOYSA-N,E9PMB8,Q05655,1,Ras and Rab interactor 1_Tyrosine-protein kinase ABL1
GNXALCONKDLDDC-UHFFFAOYSA-N,Q5JWQ2,P15692,0,Neuropilin-1_VEGF-A
ABSMVOYIYRGTDW-UHFFFAOYSA-N,Q9UL45,Q5EBM5,0,PA_PB1
OETIEACSNLUWLZ-UHFFFAOYSA-N,B3CJ63,G3V2R5,1,MYC_MAX
CZFQGFWDWGRJMB-UHFFFAOYSA-N,A8MYV6,Q09472,1,HIF-1a_p300
QTQJZLSUROYVQY-MFYWSIJSSA-N,O14786,P15692,1,Neuropilin-1_VEGF-A
VBEGPXRLUXVFCG-NTMALXAHSA-N,AF-A0A024R8I1-F1-model_v4,Q02410,1,Voltage-gated N-type calcium channel alpha-1B subunit_Amyloid beta A4 precursor protein-binding family A member 1
SMEJQLRLHKWIFV-UHFFFAOYSA-N,P32455,Q9NUV7,1,Interferon-induced guanylate-binding protein 1_Serine_threonine-protein kinase pim-1
DIFKWHRMEGFLSD-DBEUHZBBSA-N,B4DL06,Q8N100,1,Catenin beta-1_Transcription factor 7
IBIMYYNXULPORM-RMKNXTFCSA-N,P07355,P60903,1,Annexin A2_S100-A10
VDRAZPSJSFPNGH-UHFFFAOYSA-N,A4D2P1,Q13009,1,RAC1_TIAM1
GNPGWFTXGXHBPW-YGCVIUNWSA-N,K7ESE0,Q16236,1,KEAP1_NRF2
UXGUZFZBZPPZGL-UHFFFAOYSA-N,F5H8A6,P01374,1,TNFR1A_TNFB
QFJYPNYTGSGPEJ-MRRJBJDNSA-N,P20701,P05362,1,LFA_ICAM
JEETZBQOULTRJG-QFIPXVFZSA-N,S5GGH7,O75475,1,INTEGRASE_LEDGF
PBWTZCXFWIEPCV-UHFFFAOYSA-N,W8JJB1,Q8NB78,1,Bromodomain_Histone
NLKNPWNNYCYNKB-UHFFFAOYSA-N,G3V4K2,C9K0N6,0,KRAS_SOS1
UEFBMKGVQXOXRD-MRXNPFEDSA-N,M4Q009,Q14397,1,Glucokinase_Glucokinase regulatory protein
JNQFAANOKKVGDE-ARJAWSKDSA-N,O14980,Q9UBZ9,0,CRM1_Rev
SUNSLACFIOGRFF-VWLOTQADSA-N,A0A669KBG0,A0A0E3MS57,1,PCSK9_LDLR
WXARKWMOGDBCHV-UHFFFAOYSA-N,A0A0U1RQC9,O15151,1,p53_MDMX
GOYKPTVODBAOPR-UHFFFAOYSA-N,Q9HBZ2,Q99814,1,Aryl hydrocarbon receptor nuclear translocator_Endothelial PAS domain-containing protein 1
BJNWHSZSRCJLNX-IQCCBIBNSA-N,Q07820,H7BZE5,1,Induced myeloid leukemia cell differentiation protein Mcl-1_Bcl-2-like protein 11
BDDCLDRLILJZPQ-UHFFFAOYSA-N,Q16665,Q09472,1,HIF-1a_p300
DBYOJRHWEJEBCL-CYBMUJFWSA-N,P78460,Q07889,1,HRAS_SOS1
PCPDTXUXSMNJPX-YXBKOPBNSA-N,Q5JWQ4,P15692,1,Neuropilin-1_VEGF-A
SMEJQLRLHKWIFV-UHFFFAOYSA-N,P32455,Q9GZT4,1,Interferon-induced guanylate-binding protein 1_Serine_threonine-protein kinase pim-1
PAJSJBLTHMYPMY-UHFFFAOYSA-N,D0VY79,Q09472,1,HIF-1a_p300
RIBYLXUNNWIWJK-AOMKIAJQSA-N,AF-P56273-F1-model_v4,P04637,1,XDM2_P53
RBUYFHLQNPJMQM-UHFFFAOYSA-N,M0R0H4,Q9H9B1,1,Bromodomain_Histone
PKRSYEPBQPFNRB-UHFFFAOYSA-M,P35222,P36402,1,Beta-catenin_TCF
YGDLGRHJAGOPII-UHFFFAOYSA-N,A0A2R8Y543,E5RG34,1,Beta-catenin_TCF
SUNSLACFIOGRFF-VWLOTQADSA-N,A0A669KB81,H0YMD1,1,PCSK9_LDLR
NNZGBALIQZYIGN-MRXNPFEDSA-N,O14980,Q9UBZ9,0,CRM1_Rev
RMPRESDCJMOAHW-UHFFFAOYSA-N,E7EN32,Q9UM91,0,MENIN_MLL
XBTOSRUBOXQWBO-UHFFFAOYSA-N,Q9UIF8,Q96LD9,1,BAZ2B_H4
SOPPFMIUBSUFLF-UHFFFAOYSA-N,M0QZD9,Q9NWY4,1,Bromodomain_Histone
AFCKUAUSSVLYEZ-UHFFFAOYSA-N,A0A7I2V3S6,Q1JUQ3,0,FKBP1A_FK506
OETIEACSNLUWLZ-UHFFFAOYSA-N,Q14901,Q8IYC6,1,MYC_MAX
LEMFZWASLGUFGL-UHFFFAOYSA-N,Q96GG9,A0A024R4T4,0,DCN1_UBE2M
CXKWCBBOMKCUKX-UHFFFAOYSA-M,Q9UBK2,B4DYT5,1,Peroxisome proliferator-activated receptor gamma_Nuclear receptor coactivator 3
FNLHOPZUOLWLFS-UHFFFAOYSA-N,Q96GG9,P61081,1,DCN1_UBE2M
WZMCNMSXIKEYTO-UHFFFAOYSA-N,Q86YN6,Q15788,1,Peroxisome proliferator-activated receptor gamma_Nuclear receptor coactivator 1
LQLRMVRJDVQLGH-UHFFFAOYSA-N,A0A0S2Z4C5,S4R334,1,S100B_p53
HNFIJWNVPWXSOL-UHFFFAOYSA-N,Q9UBK2,AF-E5RFN9-F1-model_v4,1,Peroxisome proliferator-activated receptor gamma_Nuclear receptor coactivator 2
CXKWCBBOMKCUKX-UHFFFAOYSA-M,P37231,B4DYS9,1,Peroxisome proliferator-activated receptor gamma_Nuclear receptor coactivator 3
GYQWKTIZRYVFEM-UHFFFAOYSA-N,P62166,E9PI04,1,NCS-1_Ric8a
DSHYKWSHOCCDGA-UHFFFAOYSA-N,O14788,Q9Y6Q6,1,RANKL_RANK
WRNAEMYUELGDPO-NTUHNPAUSA-N,S5GGH7,O75475,1,INTEGRASE_LEDGF
SUNSLACFIOGRFF-VWLOTQADSA-N,A0A669KBG0,Q9UH51,1,PCSK9_LDLR
ALVVXSSFOOYRDP-UHFFFAOYSA-N,P62166,Q9NPQ8,0,NCS-1_Ric8a
MFTKMGJMWGIHJP-HJKFZPBFSA-N,G8HXG1,O75475,1,INTEGRASE_LEDGF
ZSMKPYXVUIWTCT-UHFFFAOYSA-N,Q9BZU3,A0A0A0MTL5,1,Cyclin-dependent kinases regulatory subunit 1_S-phase kinase-associated protein 2
OBJNBTSQQVOQHS-UHFFFAOYSA-N,V9GYQ5,AF-A0A0S2Z449-F1-model_v4,1,WDR5_Mixed-lineage leukemia 1 (MLL1)
IQPNAANSBPBGFQ-UHFFFAOYSA-N,O75475,AF-A0A0M3KKW8-F1-model_v4,1,LEDGF_IN
DEFBCZWQLILOJF-UHFFFAOYSA-N,P63000,A0A1B0GW57,1,RAC1_TIAM1
SUNSLACFIOGRFF-VWLOTQADSA-N,Q8NBP7,H0YMD1,1,PCSK9_LDLR
GRIAZRCYPXFJJF-UHFFFAOYSA-N,P37231,H7C1Y3,1,Peroxisome proliferator-activated receptor gamma_Nuclear receptor corepressor 2
BBVKWFPUAZBKNG-SFTDATJTSA-N,H2EHT1,O15151,0,p53_MDMX
DZWDQBUUVQBNOI-OEMOTLHWSA-N,O43521,Q07812,1,"BCL-like_BAX,BAK"
XGIDEUICZZXBFQ-UHFFFAOYSA-N,G3V5T7,Q9UKX9,1,KRAS_SOS1
ZVGILWCDHIXNKZ-UHFFFAOYSA-N,O14788,Q9Y6Q6,1,RANKL_RANK
ABXZOXDTHTTZJW-GFCCVEGCSA-N,E9PMB8,A0A023PX70,1,Ras and Rab interactor 1_Tyrosine-protein kinase ABL1
OLWCCEKHQIYEHU-UHFFFAOYSA-N,Q7Z5Y5,Q9Y6P1,0,MENIN_MLL
FHHZOEZSHUCDJI-UHFFFAOYSA-N,A0A5F9ZGX7,A0N7C6,0,BCoR_BCL6
CJIWXRJWNIPVBG-QKNQBKEWSA-N,P04637,I6TZT4,1,P53_HDM2
PKRSYEPBQPFNRB-UHFFFAOYSA-M,P35222,H0YAR8,1,Beta-catenin_TCF
SMEJQLRLHKWIFV-UHFFFAOYSA-N,P32455,Q9GZT4,1,Interferon-induced guanylate-binding protein 1_Serine_threonine-protein kinase pim-1
RZQVZONKHSOLHN-UHFFFAOYSA-N,Q9UL45,Q86U86,1,PA_PB1
AWSBNMDNFNWCQF-AEDWNXJWSA-N,Q5JWQ4,P15692,1,Neuropilin-1_VEGF-A
